area_name,year,sub_group_name,cases_property_recovered,cases_property_stolen
Andaman & Nicobar Islands,2001,3. Burglary,27,64
Andhra Pradesh,2001,3. Burglary,3321,7134
Arunachal Pradesh,2001,3. Burglary,66,248
Assam,2001,3. Burglary,539,2423
Bihar,2001,3. Burglary,367,3231
Chandigarh,2001,3. Burglary,119,364
Chhattisgarh,2001,3. Burglary,1169,4144
Dadra & Nagar Haveli,2001,3. Burglary,10,34
Daman & Diu,2001,3. Burglary,7,43
Delhi,2001,3. Burglary,642,3029
Goa,2001,3. Burglary,65,347
Gujarat,2001,3. Burglary,1124,4928
Haryana,2001,3. Burglary,1257,3098
Himachal Pradesh,2001,3. Burglary,93,812
Jammu & Kashmir,2001,3. Burglary,161,1345
Jharkhand,2001,3. Burglary,186,1150
Karnataka,2001,3. Burglary,1768,6394
Kerala,2001,3. Burglary,815,4185
Lakshadweep,2001,3. Burglary,0,1
Madhya Pradesh,2001,3. Burglary,3526,13549
Maharashtra,2001,3. Burglary,3595,13881
Manipur,2001,3. Burglary,3,75
Meghalaya,2001,3. Burglary,50,170
Mizoram,2001,3. Burglary,188,417
Nagaland,2001,3. Burglary,21,84
Odisha,2001,3. Burglary,1388,3061
Puducherry,2001,3. Burglary,34,111
Punjab,2001,3. Burglary,721,1902
Rajasthan,2001,3. Burglary,1926,6867
Sikkim,2001,3. Burglary,16,71
Tamil Nadu,2001,3. Burglary,3227,5919
Tripura,2001,3. Burglary,42,198
Uttar Pradesh,2001,3. Burglary,1081,6953
Uttarakhand,2001,3. Burglary,78,533
West Bengal,2001,3. Burglary,100,426
Andaman & Nicobar Islands,2002,3. Burglary,13,49
Andhra Pradesh,2002,3. Burglary,3166,7581
Arunachal Pradesh,2002,3. Burglary,66,249
Assam,2002,3. Burglary,484,2504
Bihar,2002,3. Burglary,371,3182
Chandigarh,2002,3. Burglary,83,336
Chhattisgarh,2002,3. Burglary,902,3731
Dadra & Nagar Haveli,2002,3. Burglary,13,38
Daman & Diu,2002,3. Burglary,14,56
Delhi,2002,3. Burglary,843,2360
Goa,2002,3. Burglary,74,359
Gujarat,2002,3. Burglary,1183,5153
Haryana,2002,3. Burglary,1360,3048
Himachal Pradesh,2002,3. Burglary,121,642
Jammu & Kashmir,2002,3. Burglary,167,1321
Jharkhand,2002,3. Burglary,220,1419
Karnataka,2002,3. Burglary,1987,6480
Kerala,2002,3. Burglary,928,4447
Lakshadweep,2002,3. Burglary,2,9
Madhya Pradesh,2002,3. Burglary,4107,13344
Maharashtra,2002,3. Burglary,3634,13273
Manipur,2002,3. Burglary,1,44
Meghalaya,2002,3. Burglary,18,153
Mizoram,2002,3. Burglary,217,446
Nagaland,2002,3. Burglary,34,110
Odisha,2002,3. Burglary,1087,2755
Puducherry,2002,3. Burglary,38,129
Punjab,2002,3. Burglary,770,1928
Rajasthan,2002,3. Burglary,1855,6300
Sikkim,2002,3. Burglary,9,45
Tamil Nadu,2002,3. Burglary,2953,5492
Tripura,2002,3. Burglary,39,192
Uttar Pradesh,2002,3. Burglary,1028,4861
Uttarakhand,2002,3. Burglary,113,496
West Bengal,2002,3. Burglary,128,348
Andaman & Nicobar Islands,2003,3. Burglary,16,56
Andhra Pradesh,2003,3. Burglary,3475,8969
Arunachal Pradesh,2003,3. Burglary,83,253
Assam,2003,3. Burglary,509,2606
Bihar,2003,3. Burglary,305,2986
Chandigarh,2003,3. Burglary,85,204
Chhattisgarh,2003,3. Burglary,968,3621
Dadra & Nagar Haveli,2003,3. Burglary,12,41
Daman & Diu,2003,3. Burglary,5,41
Delhi,2003,3. Burglary,758,1898
Goa,2003,3. Burglary,109,244
Gujarat,2003,3. Burglary,1334,5684
Haryana,2003,3. Burglary,1411,2967
Himachal Pradesh,2003,3. Burglary,105,645
Jammu & Kashmir,2003,3. Burglary,224,1526
Jharkhand,2003,3. Burglary,192,1374
Karnataka,2003,3. Burglary,1530,6049
Kerala,2003,3. Burglary,1053,4164
Lakshadweep,2003,3. Burglary,0,6
Madhya Pradesh,2003,3. Burglary,3589,12641
Maharashtra,2003,3. Burglary,3766,13202
Manipur,2003,3. Burglary,1,68
Meghalaya,2003,3. Burglary,13,160
Mizoram,2003,3. Burglary,268,487
Nagaland,2003,3. Burglary,19,82
Odisha,2003,3. Burglary,1231,2910
Puducherry,2003,3. Burglary,56,126
Punjab,2003,3. Burglary,797,2094
Rajasthan,2003,3. Burglary,1588,5779
Sikkim,2003,3. Burglary,7,48
Tamil Nadu,2003,3. Burglary,2877,4849
Tripura,2003,3. Burglary,19,167
Uttar Pradesh,2003,3. Burglary,752,2928
Uttarakhand,2003,3. Burglary,122,513
West Bengal,2003,3. Burglary,101,342
Andaman & Nicobar Islands,2004,3. Burglary,30,69
Andhra Pradesh,2004,3. Burglary,3451,8041
Arunachal Pradesh,2004,3. Burglary,41,215
Assam,2004,3. Burglary,414,2544
Bihar,2004,3. Burglary,277,3175
Chandigarh,2004,3. Burglary,75,186
Chhattisgarh,2004,3. Burglary,1151,3720
Dadra & Nagar Haveli,2004,3. Burglary,5,20
Daman & Diu,2004,3. Burglary,8,35
Delhi,2004,3. Burglary,772,1875
Goa,2004,3. Burglary,81,245
Gujarat,2004,3. Burglary,1308,5670
Haryana,2004,3. Burglary,1245,2779
Himachal Pradesh,2004,3. Burglary,148,722
Jammu & Kashmir,2004,3. Burglary,235,1420
Jharkhand,2004,3. Burglary,220,1419
Karnataka,2004,3. Burglary,1695,6093
Kerala,2004,3. Burglary,1126,4359
Lakshadweep,2004,3. Burglary,0,2
Madhya Pradesh,2004,3. Burglary,3943,12130
Maharashtra,2004,3. Burglary,3952,13896
Manipur,2004,3. Burglary,6,66
Meghalaya,2004,3. Burglary,19,130
Mizoram,2004,3. Burglary,180,250
Nagaland,2004,3. Burglary,13,52
Odisha,2004,3. Burglary,1127,2990
Puducherry,2004,3. Burglary,48,86
Punjab,2004,3. Burglary,666,1766
Rajasthan,2004,3. Burglary,1588,5619
Sikkim,2004,3. Burglary,12,64
Tamil Nadu,2004,3. Burglary,2679,4147
Tripura,2004,3. Burglary,36,166
Uttar Pradesh,2004,3. Burglary,972,4192
Uttarakhand,2004,3. Burglary,100,516
West Bengal,2004,3. Burglary,129,547
Andaman & Nicobar Islands,2005,3. Burglary,25,68
Andhra Pradesh,2005,3. Burglary,3578,7894
Arunachal Pradesh,2005,3. Burglary,56,263
Assam,2005,3. Burglary,523,2255
Bihar,2005,3. Burglary,311,3117
Chandigarh,2005,3. Burglary,105,223
Chhattisgarh,2005,3. Burglary,1186,3621
Dadra & Nagar Haveli,2005,3. Burglary,9,25
Daman & Diu,2005,3. Burglary,5,37
Delhi,2005,3. Burglary,871,2093
Goa,2005,3. Burglary,71,257
Gujarat,2005,3. Burglary,1188,5140
Haryana,2005,3. Burglary,1527,3425
Himachal Pradesh,2005,3. Burglary,136,691
Jammu & Kashmir,2005,3. Burglary,209,1397
Jharkhand,2005,3. Burglary,259,1600
Karnataka,2005,3. Burglary,1688,5986
Kerala,2005,3. Burglary,939,3914
Lakshadweep,2005,3. Burglary,1,2
Madhya Pradesh,2005,3. Burglary,3607,11192
Maharashtra,2005,3. Burglary,4058,14735
Manipur,2005,3. Burglary,3,62
Meghalaya,2005,3. Burglary,19,137
Mizoram,2005,3. Burglary,289,442
Nagaland,2005,3. Burglary,17,93
Odisha,2005,3. Burglary,1308,3029
Puducherry,2005,3. Burglary,42,67
Punjab,2005,3. Burglary,922,1933
Rajasthan,2005,3. Burglary,1657,5003
Sikkim,2005,3. Burglary,13,79
Tamil Nadu,2005,3. Burglary,2568,3738
Tripura,2005,3. Burglary,31,170
Uttar Pradesh,2005,3. Burglary,853,3496
Uttarakhand,2005,3. Burglary,99,489
West Bengal,2005,3. Burglary,137,739
Andaman & Nicobar Islands,2006,3. Burglary,25,82
Andhra Pradesh,2006,3. Burglary,3450,8169
Arunachal Pradesh,2006,3. Burglary,87,257
Assam,2006,3. Burglary,557,2911
Bihar,2006,3. Burglary,362,3531
Chandigarh,2006,3. Burglary,98,189
Chhattisgarh,2006,3. Burglary,1070,3507
Dadra & Nagar Haveli,2006,3. Burglary,12,41
Daman & Diu,2006,3. Burglary,8,60
Delhi,2006,3. Burglary,893,1950
Goa,2006,3. Burglary,48,230
Gujarat,2006,3. Burglary,1405,5363
Haryana,2006,3. Burglary,1760,3996
Himachal Pradesh,2006,3. Burglary,136,732
Jammu & Kashmir,2006,3. Burglary,189,1351
Jharkhand,2006,3. Burglary,234,1428
Karnataka,2006,3. Burglary,1775,5967
Kerala,2006,3. Burglary,846,3948
Lakshadweep,2006,3. Burglary,1,2
Madhya Pradesh,2006,3. Burglary,3140,10729
Maharashtra,2006,3. Burglary,4012,14723
Manipur,2006,3. Burglary,0,55
Meghalaya,2006,3. Burglary,27,140
Mizoram,2006,3. Burglary,269,408
Nagaland,2006,3. Burglary,25,68
Odisha,2006,3. Burglary,1425,3118
Puducherry,2006,3. Burglary,46,84
Punjab,2006,3. Burglary,955,2277
Rajasthan,2006,3. Burglary,1678,4879
Sikkim,2006,3. Burglary,13,84
Tamil Nadu,2006,3. Burglary,2291,3300
Tripura,2006,3. Burglary,115,182
Uttar Pradesh,2006,3. Burglary,880,3545
Uttarakhand,2006,3. Burglary,114,410
West Bengal,2006,3. Burglary,138,601
Andaman & Nicobar Islands,2007,3. Burglary,21,90
Andhra Pradesh,2007,3. Burglary,3827,7609
Arunachal Pradesh,2007,3. Burglary,90,240
Assam,2007,3. Burglary,491,2603
Bihar,2007,3. Burglary,294,3259
Chandigarh,2007,3. Burglary,63,191
Chhattisgarh,2007,3. Burglary,1164,3632
Dadra & Nagar Haveli,2007,3. Burglary,6,28
Daman & Diu,2007,3. Burglary,4,46
Delhi,2007,3. Burglary,981,2055
Goa,2007,3. Burglary,49,271
Gujarat,2007,3. Burglary,1230,4747
Haryana,2007,3. Burglary,1762,4231
Himachal Pradesh,2007,3. Burglary,144,831
Jammu & Kashmir,2007,3. Burglary,295,1458
Jharkhand,2007,3. Burglary,194,1489
Karnataka,2007,3. Burglary,1985,5449
Kerala,2007,3. Burglary,1035,3824
Lakshadweep,2007,3. Burglary,0,2
Madhya Pradesh,2007,3. Burglary,3445,11230
Maharashtra,2007,3. Burglary,4120,14771
Manipur,2007,3. Burglary,1,70
Meghalaya,2007,3. Burglary,121,203
Mizoram,2007,3. Burglary,279,424
Nagaland,2007,3. Burglary,12,118
Odisha,2007,3. Burglary,1342,3073
Puducherry,2007,3. Burglary,36,86
Punjab,2007,3. Burglary,1032,2616
Rajasthan,2007,3. Burglary,1634,4951
Sikkim,2007,3. Burglary,17,83
Tamil Nadu,2007,3. Burglary,2613,3717
Tripura,2007,3. Burglary,38,193
Uttar Pradesh,2007,3. Burglary,996,3869
Uttarakhand,2007,3. Burglary,146,508
West Bengal,2007,3. Burglary,87,399
Andaman & Nicobar Islands,2008,3. Burglary,35,78
Andhra Pradesh,2008,3. Burglary,3832,8219
Arunachal Pradesh,2008,3. Burglary,92,245
Assam,2008,3. Burglary,666,3147
Bihar,2008,3. Burglary,288,3414
Chandigarh,2008,3. Burglary,98,257
Chhattisgarh,2008,3. Burglary,1227,4112
Dadra & Nagar Haveli,2008,3. Burglary,19,49
Daman & Diu,2008,3. Burglary,9,45
Delhi,2008,3. Burglary,485,1926
Goa,2008,3. Burglary,84,291
Gujarat,2008,3. Burglary,1430,4932
Haryana,2008,3. Burglary,1579,4249
Himachal Pradesh,2008,3. Burglary,151,872
Jammu & Kashmir,2008,3. Burglary,272,1332
Jharkhand,2008,3. Burglary,188,1375
Karnataka,2008,3. Burglary,1766,6258
Kerala,2008,3. Burglary,1037,3533
Lakshadweep,2008,3. Burglary,1,3
Madhya Pradesh,2008,3. Burglary,3600,11072
Maharashtra,2008,3. Burglary,4383,15170
Manipur,2008,3. Burglary,1,76
Meghalaya,2008,3. Burglary,58,166
Mizoram,2008,3. Burglary,242,337
Nagaland,2008,3. Burglary,15,120
Odisha,2008,3. Burglary,1232,3064
Puducherry,2008,3. Burglary,50,90
Punjab,2008,3. Burglary,1170,2621
Rajasthan,2008,3. Burglary,1591,4526
Sikkim,2008,3. Burglary,17,81
Tamil Nadu,2008,3. Burglary,2460,3849
Tripura,2008,3. Burglary,71,218
Uttar Pradesh,2008,3. Burglary,1182,4142
Uttarakhand,2008,3. Burglary,144,376
West Bengal,2008,3. Burglary,109,462
Andaman & Nicobar Islands,2009,3. Burglary,29,86
Andhra Pradesh,2009,3. Burglary,3416,7702
Arunachal Pradesh,2009,3. Burglary,89,201
Assam,2009,3. Burglary,445,3149
Bihar,2009,3. Burglary,329,3566
Chandigarh,2009,3. Burglary,48,241
Chhattisgarh,2009,3. Burglary,1278,3975
Dadra & Nagar Haveli,2009,3. Burglary,13,43
Daman & Diu,2009,3. Burglary,7,33
Delhi,2009,3. Burglary,521,1733
Goa,2009,3. Burglary,71,283
Gujarat,2009,3. Burglary,1269,4385
Haryana,2009,3. Burglary,1470,4077
Himachal Pradesh,2009,3. Burglary,136,779
Jammu & Kashmir,2009,3. Burglary,332,1550
Jharkhand,2009,3. Burglary,211,1392
Karnataka,2009,3. Burglary,1865,6629
Kerala,2009,3. Burglary,1186,3301
Lakshadweep,2009,3. Burglary,0,1
Madhya Pradesh,2009,3. Burglary,3123,10661
Maharashtra,2009,3. Burglary,4194,15145
Manipur,2009,3. Burglary,2,68
Meghalaya,2009,3. Burglary,40,135
Mizoram,2009,3. Burglary,198,381
Nagaland,2009,3. Burglary,5,82
Odisha,2009,3. Burglary,1029,2937
Puducherry,2009,3. Burglary,46,71
Punjab,2009,3. Burglary,1017,2507
Rajasthan,2009,3. Burglary,1654,5022
Sikkim,2009,3. Burglary,23,93
Tamil Nadu,2009,3. Burglary,2670,4221
Tripura,2009,3. Burglary,56,230
Uttar Pradesh,2009,3. Burglary,1070,4084
Uttarakhand,2009,3. Burglary,127,276
West Bengal,2009,3. Burglary,70,329
Andaman & Nicobar Islands,2010,3. Burglary,34,80
Andhra Pradesh,2010,3. Burglary,4125,8126
Arunachal Pradesh,2010,3. Burglary,68,211
Assam,2010,3. Burglary,316,3458
Bihar,2010,3. Burglary,337,3437
Chandigarh,2010,3. Burglary,86,236
Chhattisgarh,2010,3. Burglary,1190,3711
Dadra & Nagar Haveli,2010,3. Burglary,15,25
Daman & Diu,2010,3. Burglary,7,27
Delhi,2010,3. Burglary,434,1502
Goa,2010,3. Burglary,63,344
Gujarat,2010,3. Burglary,1085,3850
Haryana,2010,3. Burglary,1442,4445
Himachal Pradesh,2010,3. Burglary,131,743
Jammu & Kashmir,2010,3. Burglary,325,1385
Jharkhand,2010,3. Burglary,230,1357
Karnataka,2010,3. Burglary,2053,6059
Kerala,2010,3. Burglary,956,2468
Lakshadweep,2010,3. Burglary,1,3
Madhya Pradesh,2010,3. Burglary,3092,9897
Maharashtra,2010,3. Burglary,4536,15724
Manipur,2010,3. Burglary,2,66
Meghalaya,2010,3. Burglary,36,154
Mizoram,2010,3. Burglary,309,425
Nagaland,2010,3. Burglary,12,62
Odisha,2010,3. Burglary,1194,2855
Puducherry,2010,3. Burglary,44,72
Punjab,2010,3. Burglary,1275,2660
Rajasthan,2010,3. Burglary,1513,4454
Sikkim,2010,3. Burglary,16,72
Tamil Nadu,2010,3. Burglary,2953,4715
Tripura,2010,3. Burglary,37,217
Uttar Pradesh,2010,3. Burglary,1174,4073
Uttarakhand,2010,3. Burglary,135,294
West Bengal,2010,3. Burglary,115,388
Andaman & Nicobar Islands,2001,5. Criminal Breach of Trust,1,10
Andhra Pradesh,2001,5. Criminal Breach of Trust,40,316
Arunachal Pradesh,2001,5. Criminal Breach of Trust,4,41
Assam,2001,5. Criminal Breach of Trust,37,374
Bihar,2001,5. Criminal Breach of Trust,88,922
Chandigarh,2001,5. Criminal Breach of Trust,18,26
Chhattisgarh,2001,5. Criminal Breach of Trust,52,147
Dadra & Nagar Haveli,2001,5. Criminal Breach of Trust,10,13
Daman & Diu,2001,5. Criminal Breach of Trust,2,5
Delhi,2001,5. Criminal Breach of Trust,147,479
Goa,2001,5. Criminal Breach of Trust,7,20
Gujarat,2001,5. Criminal Breach of Trust,559,1348
Haryana,2001,5. Criminal Breach of Trust,411,530
Himachal Pradesh,2001,5. Criminal Breach of Trust,20,59
Jammu & Kashmir,2001,5. Criminal Breach of Trust,11,82
Jharkhand,2001,5. Criminal Breach of Trust,29,153
Karnataka,2001,5. Criminal Breach of Trust,102,427
Kerala,2001,5. Criminal Breach of Trust,43,279
Lakshadweep,2001,5. Criminal Breach of Trust,1,1
Madhya Pradesh,2001,5. Criminal Breach of Trust,255,481
Maharashtra,2001,5. Criminal Breach of Trust,705,1436
Manipur,2001,5. Criminal Breach of Trust,0,33
Meghalaya,2001,5. Criminal Breach of Trust,2,19
Mizoram,2001,5. Criminal Breach of Trust,14,22
Nagaland,2001,5. Criminal Breach of Trust,1,3
Odisha,2001,5. Criminal Breach of Trust,69,224
Puducherry,2001,5. Criminal Breach of Trust,2,5
Punjab,2001,5. Criminal Breach of Trust,364,368
Rajasthan,2001,5. Criminal Breach of Trust,235,626
Sikkim,2001,5. Criminal Breach of Trust,0,1
Tamil Nadu,2001,5. Criminal Breach of Trust,100,313
Tripura,2001,5. Criminal Breach of Trust,3,4
Uttar Pradesh,2001,5. Criminal Breach of Trust,327,991
Uttarakhand,2001,5. Criminal Breach of Trust,2,171
West Bengal,2001,5. Criminal Breach of Trust,124,486
Andaman & Nicobar Islands,2002,5. Criminal Breach of Trust,0,4
Andhra Pradesh,2002,5. Criminal Breach of Trust,104,382
Arunachal Pradesh,2002,5. Criminal Breach of Trust,10,23
Assam,2002,5. Criminal Breach of Trust,82,558
Bihar,2002,5. Criminal Breach of Trust,41,1214
Chandigarh,2002,5. Criminal Breach of Trust,18,35
Chhattisgarh,2002,5. Criminal Breach of Trust,58,92
Dadra & Nagar Haveli,2002,5. Criminal Breach of Trust,5,12
Daman & Diu,2002,5. Criminal Breach of Trust,3,5
Delhi,2002,5. Criminal Breach of Trust,141,444
Goa,2002,5. Criminal Breach of Trust,1,16
Gujarat,2002,5. Criminal Breach of Trust,500,1188
Haryana,2002,5. Criminal Breach of Trust,393,524
Himachal Pradesh,2002,5. Criminal Breach of Trust,11,67
Jammu & Kashmir,2002,5. Criminal Breach of Trust,11,91
Jharkhand,2002,5. Criminal Breach of Trust,53,333
Karnataka,2002,5. Criminal Breach of Trust,140,393
Kerala,2002,5. Criminal Breach of Trust,42,252
Lakshadweep,2002,5. Criminal Breach of Trust,0,0
Madhya Pradesh,2002,5. Criminal Breach of Trust,263,507
Maharashtra,2002,5. Criminal Breach of Trust,646,1392
Manipur,2002,5. Criminal Breach of Trust,1,28
Meghalaya,2002,5. Criminal Breach of Trust,2,8
Mizoram,2002,5. Criminal Breach of Trust,8,26
Nagaland,2002,5. Criminal Breach of Trust,4,10
Odisha,2002,5. Criminal Breach of Trust,65,202
Puducherry,2002,5. Criminal Breach of Trust,1,11
Punjab,2002,5. Criminal Breach of Trust,367,373
Rajasthan,2002,5. Criminal Breach of Trust,224,383
Sikkim,2002,5. Criminal Breach of Trust,1,1
Tamil Nadu,2002,5. Criminal Breach of Trust,18,82
Tripura,2002,5. Criminal Breach of Trust,0,12
Uttar Pradesh,2002,5. Criminal Breach of Trust,75,262
Uttarakhand,2002,5. Criminal Breach of Trust,0,0
West Bengal,2002,5. Criminal Breach of Trust,223,451
Andaman & Nicobar Islands,2003,5. Criminal Breach of Trust,1,3
Andhra Pradesh,2003,5. Criminal Breach of Trust,43,296
Arunachal Pradesh,2003,5. Criminal Breach of Trust,6,28
Assam,2003,5. Criminal Breach of Trust,119,611
Bihar,2003,5. Criminal Breach of Trust,26,1096
Chandigarh,2003,5. Criminal Breach of Trust,7,32
Chhattisgarh,2003,5. Criminal Breach of Trust,37,70
Dadra & Nagar Haveli,2003,5. Criminal Breach of Trust,6,8
Daman & Diu,2003,5. Criminal Breach of Trust,1,7
Delhi,2003,5. Criminal Breach of Trust,167,431
Goa,2003,5. Criminal Breach of Trust,8,43
Gujarat,2003,5. Criminal Breach of Trust,655,1545
Haryana,2003,5. Criminal Breach of Trust,406,518
Himachal Pradesh,2003,5. Criminal Breach of Trust,13,43
Jammu & Kashmir,2003,5. Criminal Breach of Trust,20,116
Jharkhand,2003,5. Criminal Breach of Trust,188,265
Karnataka,2003,5. Criminal Breach of Trust,135,438
Kerala,2003,5. Criminal Breach of Trust,37,229
Lakshadweep,2003,5. Criminal Breach of Trust,0,0
Madhya Pradesh,2003,5. Criminal Breach of Trust,240,393
Maharashtra,2003,5. Criminal Breach of Trust,720,1488
Manipur,2003,5. Criminal Breach of Trust,0,16
Meghalaya,2003,5. Criminal Breach of Trust,1,11
Mizoram,2003,5. Criminal Breach of Trust,11,19
Nagaland,2003,5. Criminal Breach of Trust,1,3
Odisha,2003,5. Criminal Breach of Trust,72,210
Puducherry,2003,5. Criminal Breach of Trust,2,12
Punjab,2003,5. Criminal Breach of Trust,325,343
Rajasthan,2003,5. Criminal Breach of Trust,49,85
Sikkim,2003,5. Criminal Breach of Trust,0,5
Tamil Nadu,2003,5. Criminal Breach of Trust,160,307
Tripura,2003,5. Criminal Breach of Trust,1,3
Uttar Pradesh,2003,5. Criminal Breach of Trust,83,143
Uttarakhand,2003,5. Criminal Breach of Trust,0,0
West Bengal,2003,5. Criminal Breach of Trust,188,378
Andaman & Nicobar Islands,2004,5. Criminal Breach of Trust,0,0
Andhra Pradesh,2004,5. Criminal Breach of Trust,50,353
Arunachal Pradesh,2004,5. Criminal Breach of Trust,1,26
Assam,2004,5. Criminal Breach of Trust,82,586
Bihar,2004,5. Criminal Breach of Trust,30,1696
Chandigarh,2004,5. Criminal Breach of Trust,9,23
Chhattisgarh,2004,5. Criminal Breach of Trust,41,84
Dadra & Nagar Haveli,2004,5. Criminal Breach of Trust,8,12
Daman & Diu,2004,5. Criminal Breach of Trust,1,3
Delhi,2004,5. Criminal Breach of Trust,181,445
Goa,2004,5. Criminal Breach of Trust,7,34
Gujarat,2004,5. Criminal Breach of Trust,608,1419
Haryana,2004,5. Criminal Breach of Trust,332,466
Himachal Pradesh,2004,5. Criminal Breach of Trust,18,84
Jammu & Kashmir,2004,5. Criminal Breach of Trust,24,105
Jharkhand,2004,5. Criminal Breach of Trust,53,333
Karnataka,2004,5. Criminal Breach of Trust,145,354
Kerala,2004,5. Criminal Breach of Trust,62,236
Lakshadweep,2004,5. Criminal Breach of Trust,0,0
Madhya Pradesh,2004,5. Criminal Breach of Trust,288,424
Maharashtra,2004,5. Criminal Breach of Trust,669,1371
Manipur,2004,5. Criminal Breach of Trust,1,25
Meghalaya,2004,5. Criminal Breach of Trust,2,23
Mizoram,2004,5. Criminal Breach of Trust,0,0
Nagaland,2004,5. Criminal Breach of Trust,4,10
Odisha,2004,5. Criminal Breach of Trust,93,249
Puducherry,2004,5. Criminal Breach of Trust,0,7
Punjab,2004,5. Criminal Breach of Trust,301,311
Rajasthan,2004,5. Criminal Breach of Trust,37,55
Sikkim,2004,5. Criminal Breach of Trust,0,4
Tamil Nadu,2004,5. Criminal Breach of Trust,69,200
Tripura,2004,5. Criminal Breach of Trust,0,17
Uttar Pradesh,2004,5. Criminal Breach of Trust,78,172
Uttarakhand,2004,5. Criminal Breach of Trust,0,0
West Bengal,2004,5. Criminal Breach of Trust,184,425
Andaman & Nicobar Islands,2005,5. Criminal Breach of Trust,0,8
Andhra Pradesh,2005,5. Criminal Breach of Trust,47,348
Arunachal Pradesh,2005,5. Criminal Breach of Trust,7,36
Assam,2005,5. Criminal Breach of Trust,89,487
Bihar,2005,5. Criminal Breach of Trust,27,1181
Chandigarh,2005,5. Criminal Breach of Trust,22,41
Chhattisgarh,2005,5. Criminal Breach of Trust,59,105
Dadra & Nagar Haveli,2005,5. Criminal Breach of Trust,8,12
Daman & Diu,2005,5. Criminal Breach of Trust,4,6
Delhi,2005,5. Criminal Breach of Trust,159,394
Goa,2005,5. Criminal Breach of Trust,8,42
Gujarat,2005,5. Criminal Breach of Trust,678,1242
Haryana,2005,5. Criminal Breach of Trust,386,492
Himachal Pradesh,2005,5. Criminal Breach of Trust,6,73
Jammu & Kashmir,2005,5. Criminal Breach of Trust,21,117
Jharkhand,2005,5. Criminal Breach of Trust,84,168
Karnataka,2005,5. Criminal Breach of Trust,94,434
Kerala,2005,5. Criminal Breach of Trust,48,278
Lakshadweep,2005,5. Criminal Breach of Trust,0,0
Madhya Pradesh,2005,5. Criminal Breach of Trust,328,489
Maharashtra,2005,5. Criminal Breach of Trust,890,1637
Manipur,2005,5. Criminal Breach of Trust,2,52
Meghalaya,2005,5. Criminal Breach of Trust,1,14
Mizoram,2005,5. Criminal Breach of Trust,7,10
Nagaland,2005,5. Criminal Breach of Trust,7,16
Odisha,2005,5. Criminal Breach of Trust,95,288
Puducherry,2005,5. Criminal Breach of Trust,4,8
Punjab,2005,5. Criminal Breach of Trust,269,301
Rajasthan,2005,5. Criminal Breach of Trust,34,61
Sikkim,2005,5. Criminal Breach of Trust,0,4
Tamil Nadu,2005,5. Criminal Breach of Trust,60,179
Tripura,2005,5. Criminal Breach of Trust,1,32
Uttar Pradesh,2005,5. Criminal Breach of Trust,142,356
Uttarakhand,2005,5. Criminal Breach of Trust,0,0
West Bengal,2005,5. Criminal Breach of Trust,207,528
Andaman & Nicobar Islands,2006,5. Criminal Breach of Trust,0,3
Andhra Pradesh,2006,5. Criminal Breach of Trust,63,396
Arunachal Pradesh,2006,5. Criminal Breach of Trust,23,45
Assam,2006,5. Criminal Breach of Trust,79,461
Bihar,2006,5. Criminal Breach of Trust,30,1042
Chandigarh,2006,5. Criminal Breach of Trust,35,59
Chhattisgarh,2006,5. Criminal Breach of Trust,47,130
Dadra & Nagar Haveli,2006,5. Criminal Breach of Trust,5,30
Daman & Diu,2006,5. Criminal Breach of Trust,2,9
Delhi,2006,5. Criminal Breach of Trust,162,442
Goa,2006,5. Criminal Breach of Trust,9,25
Gujarat,2006,5. Criminal Breach of Trust,567,1118
Haryana,2006,5. Criminal Breach of Trust,601,685
Himachal Pradesh,2006,5. Criminal Breach of Trust,16,123
Jammu & Kashmir,2006,5. Criminal Breach of Trust,28,121
Jharkhand,2006,5. Criminal Breach of Trust,15,292
Karnataka,2006,5. Criminal Breach of Trust,116,378
Kerala,2006,5. Criminal Breach of Trust,37,243
Lakshadweep,2006,5. Criminal Breach of Trust,0,0
Madhya Pradesh,2006,5. Criminal Breach of Trust,217,362
Maharashtra,2006,5. Criminal Breach of Trust,902,1643
Manipur,2006,5. Criminal Breach of Trust,2,32
Meghalaya,2006,5. Criminal Breach of Trust,1,16
Mizoram,2006,5. Criminal Breach of Trust,15,27
Nagaland,2006,5. Criminal Breach of Trust,9,16
Odisha,2006,5. Criminal Breach of Trust,74,272
Puducherry,2006,5. Criminal Breach of Trust,4,6
Punjab,2006,5. Criminal Breach of Trust,243,274
Rajasthan,2006,5. Criminal Breach of Trust,136,226
Sikkim,2006,5. Criminal Breach of Trust,0,10
Tamil Nadu,2006,5. Criminal Breach of Trust,43,131
Tripura,2006,5. Criminal Breach of Trust,4,23
Uttar Pradesh,2006,5. Criminal Breach of Trust,284,599
Uttarakhand,2006,5. Criminal Breach of Trust,0,0
West Bengal,2006,5. Criminal Breach of Trust,243,519
Andaman & Nicobar Islands,2007,5. Criminal Breach of Trust,0,7
Andhra Pradesh,2007,5. Criminal Breach of Trust,53,278
Arunachal Pradesh,2007,5. Criminal Breach of Trust,17,41
Assam,2007,5. Criminal Breach of Trust,56,653
Bihar,2007,5. Criminal Breach of Trust,26,1309
Chandigarh,2007,5. Criminal Breach of Trust,16,38
Chhattisgarh,2007,5. Criminal Breach of Trust,54,140
